,node,x_pos,y_pos
0,0,0.9368010065897157,-0.21545594746823396
1,1,0.8792480217632272,0.3368110270261499
2,2,0.8464338761405096,-0.5385212116726936
3,3,-0.024934979086689485,-0.2490140275002135
4,4,0.009856417868280001,0.14605713283400412
5,5,0.09630956465509805,-0.09436349741832463
6,6,0.44767097761764324,0.512863832459649
7,7,0.22634815606776126,-0.4090138070107614
8,8,-0.589872098793456,0.7941919378183226
9,9,-4.463053951066701e-05,-0.9630928898215645
10,10,-0.9351175815181044,0.4075181374929525
11,11,0.39681521703160844,0.24391189981943764
12,12,-0.3111977448122917,0.8795674232967572
13,13,-0.3863407669774996,-0.23960478610468364
14,14,0.46129102308933023,-0.11373285391152073
15,15,0.23689618059580123,-0.892207320886221
16,16,0.14985040050788628,0.40996843948926787
17,17,-1.0,-0.05018975391795319
18,18,0.754933885305996,0.029861102230670098
19,19,-0.7887859302350255,0.6383924341182958
20,20,0.7010470905236456,-0.7528144493201098
21,21,0.2510980740911635,0.8843049214480673
22,22,-0.1631441218400211,0.8472884313948216
23,23,0.6897589475718836,0.6233066501856321
24,24,-0.8700910485168504,-0.22137341304381575
25,25,-0.7738612703418795,-0.5758354098920603
26,26,-0.42662433355821977,-0.9205441354758195
27,27,-0.6035477392212417,-0.7546880283541191
28,28,0.468939240542712,-0.8427730822893954
29,29,-0.6993362259027002,0.1750570200191409
30,30,0.0196003913812277,0.9041242244543208
