,node,eign,closeness,betwness,centrality,community,density
4291,3391,7.490158311917334e-05,0,0,3,2,0.007822594013047496
4394,1201,5.949717592790362e-06,0,0,3,2,0.007822594013047496
4770,3153,2.1482792590313228e-05,0,0,3,2,0.007822594013047496
4802,1441,0.0002175741008539948,0,0,3,2,0.007822594013047496
4924,5313,0.00015264110010155619,0,0,3,2,0.007822594013047496
4974,5141,0.00011739061051630206,0,0,3,2,0.007822594013047496
5035,6197,2.6911019617357357e-05,0,0,3,2,0.007822594013047496
5039,4808,1.6730568108816267e-05,0,0,3,2,0.007822594013047496
5120,2956,0.000144845328485964,0,0,3,2,0.007822594013047496
5131,5307,9.425482077153399e-05,0,0,3,2,0.007822594013047496
5141,1667,0.00024930698198685476,0,0,3,2,0.007822594013047496
5181,4915,0.00031552360242859687,0,0,3,2,0.007822594013047496
5183,2110,0.0001066974784006895,0,0,3,2,0.007822594013047496
5185,4440,0.00011779348966473052,0,0,3,2,0.007822594013047496
5403,6944,1.0855369648178108e-05,0,0,3,2,0.007822594013047496
5404,5300,4.78010659486865e-05,0,0,3,2,0.007822594013047496
5503,3415,7.484341529930588e-05,0,0,3,2,0.007822594013047496
5526,5091,0.00017775168747515222,0,0,3,2,0.007822594013047496
5529,2075,0.00016254617757145617,0,0,3,2,0.007822594013047496
5550,2185,0.00018741290926203657,0,0,3,2,0.007822594013047496
5555,2125,0.00014111814226391175,0,0,3,2,0.007822594013047496
5559,3151,0.0001187561432076509,0,0,3,2,0.007822594013047496
5560,2256,0.00024594424543288723,0,0,3,2,0.007822594013047496
5850,2222,0.00016129067951361117,0,0,3,2,0.007822594013047496
5868,2249,1.165891517288447e-05,0,0,3,2,0.007822594013047496
5869,7246,0.0002087435665866422,0,0,3,2,0.007822594013047496
5881,5104,2.9559045638586226e-05,0,0,3,2,0.007822594013047496
5989,7298,3.5713705042587702e-06,0,0,3,2,0.007822594013047496
5997,6945,0.0007965911891672805,0,0,3,2,0.007822594013047496
6026,6489,7.090650959007518e-05,0,0,3,2,0.007822594013047496
6076,2478,7.103351500695404e-05,0,0,3,2,0.007822594013047496
6110,5336,0.00023645938548067544,0,0,3,2,0.007822594013047496
6116,3417,9.188318538292784e-05,0,0,3,2,0.007822594013047496
6119,7525,9.17542949599013e-05,0,0,3,2,0.007822594013047496
6130,6131,8.32920958922981e-05,0,0,3,2,0.007822594013047496
6262,5901,0.00026134786126556493,0,0,3,2,0.007822594013047496
6301,2743,0.00011919552730019403,0,0,3,2,0.007822594013047496
6314,4774,4.203027007222475e-05,0,0,3,2,0.007822594013047496
6390,4769,0.00013481944866524983,0,0,3,2,0.007822594013047496
6416,6625,0.00014099871493737198,0,0,3,2,0.007822594013047496
6509,6895,0.001433121129658474,0,0,3,2,0.007822594013047496
6529,3074,3.646154011177424e-06,0,0,3,2,0.007822594013047496
6531,3628,3.879325707059563e-06,0,0,3,2,0.007822594013047496
6578,5733,1.412744264181707e-05,0,0,3,2,0.007822594013047496
6672,3394,0.00032705318091508657,0,0,3,2,0.007822594013047496
6895,3984,3.599884337393947e-05,0,0,3,2,0.007822594013047496
7041,5008,5.783856002629452e-06,0,0,3,2,0.007822594013047496
7262,4758,0.0003145157389585167,0,0,3,2,0.007822594013047496
7269,5310,0.0001503115879700809,0,0,3,2,0.007822594013047496
7276,6494,0.00034020731558507357,0,0,3,2,0.007822594013047496
7431,5428,5.693136739923552e-05,0,0,3,2,0.007822594013047496
7439,6443,3.583830919135608e-05,0,0,3,2,0.007822594013047496
434,494,7.583722787738046e-06,0,0,4,2,0.007822594013047496
498,7097,0.00013224100340324406,0,0,4,2,0.007822594013047496
501,4702,1.6284161809230757e-05,0,0,4,2,0.007822594013047496
543,4587,2.129568724086987e-05,0,0,4,2,0.007822594013047496
726,3192,0.0010809038183174225,0,0,4,2,0.007822594013047496
1048,2759,9.156401874640876e-05,0,0,4,2,0.007822594013047496
1184,436,0.000277418570184562,0,0,4,2,0.007822594013047496
1910,322,0.00018029142372434168,0,0,4,2,0.007822594013047496
1916,324,1.7446441407436463e-05,0,0,4,2,0.007822594013047496
1920,7437,5.255638183802963e-05,0,0,4,2,0.007822594013047496
1962,336,0.00015841779302458233,0,0,4,2,0.007822594013047496
2037,1373,0.0006278064523067606,0,0,4,2,0.007822594013047496
2338,6881,7.785492851948323e-05,0,0,4,2,0.007822594013047496
2491,479,6.65019911446034e-05,0,0,4,2,0.007822594013047496
2552,4232,2.29801202904705e-05,0,0,4,2,0.007822594013047496
2580,4238,0.0002340939141958255,0,0,4,2,0.007822594013047496
2628,4844,7.377655868711841e-05,0,0,4,2,0.007822594013047496
2747,537,5.826130753174451e-05,0,0,4,2,0.007822594013047496
2771,3645,2.0039057017805475e-05,0,0,4,2,0.007822594013047496
2999,5453,0.0002032038465462228,0,0,4,2,0.007822594013047496
3022,5811,0.0004491526179920688,0,0,4,2,0.007822594013047496
3283,726,1.2332873871154021e-05,0,0,4,2,0.007822594013047496
3382,788,0.00011255748959013509,0,0,4,2,0.007822594013047496
3469,2063,2.73076667240001e-05,0,0,4,2,0.007822594013047496
3571,7273,8.319998546054804e-05,0,0,4,2,0.007822594013047496
3573,1785,2.4718747313095015e-05,0,0,4,2,0.007822594013047496
3693,2078,0.00022875821945160207,0,0,4,2,0.007822594013047496
4140,7499,0.000166706347500334,0,0,4,2,0.007822594013047496
4154,5475,5.906781057042246e-05,0,0,4,2,0.007822594013047496
4232,1109,2.3677057507034684e-05,0,0,4,2,0.007822594013047496
4240,1115,0.0001849203878655596,0,0,4,2,0.007822594013047496
4290,6678,2.1727215287057696e-05,0,0,4,2,0.007822594013047496
4347,4051,4.536942037118308e-05,0,0,4,2,0.007822594013047496
4500,6865,0.00014444879956810575,0,0,4,2,0.007822594013047496
4522,2313,0.0001022189480874397,0,0,4,2,0.007822594013047496
4544,1616,7.317153582463575e-05,0,0,4,2,0.007822594013047496
4709,3159,2.6352051823819637e-05,0,0,4,2,0.007822594013047496
4803,5328,0.00032790840425496145,0,0,4,2,0.007822594013047496
4891,2237,0.00015646238808896573,0,0,4,2,0.007822594013047496
4892,2841,0.0001857886350483051,0,0,4,2,0.007822594013047496
4987,1568,5.379730387698657e-05,0,0,4,2,0.007822594013047496
5048,6081,0.00019726254778068157,0,0,4,2,0.007822594013047496
5074,6139,3.724417521385972e-05,0,0,4,2,0.007822594013047496
5097,7492,9.905630596097878e-05,0,0,4,2,0.007822594013047496
5099,3972,4.36470345464073e-05,0,0,4,2,0.007822594013047496
5111,5709,0.0001970232246962729,0,0,4,2,0.007822594013047496
5112,5044,3.606307060818911e-05,0,0,4,2,0.007822594013047496
5129,2715,0.0004312220260857533,0,0,4,2,0.007822594013047496
5134,2509,0.0002185638844830001,0,0,4,2,0.007822594013047496
5149,2862,2.6950048301708984e-05,0,0,4,2,0.007822594013047496
5168,2802,1.2813192514540729e-05,0,0,4,2,0.007822594013047496
5174,2321,7.567457355966331e-06,0,0,4,2,0.007822594013047496
5178,4247,0.00015110485243285675,0,0,4,2,0.007822594013047496
5182,5052,0.00020250805763431684,0,0,4,2,0.007822594013047496
5235,4102,1.584559342873854e-05,0,0,4,2,0.007822594013047496
5263,1739,0.0003063014632273417,0,0,4,2,0.007822594013047496
5349,2263,0.00013221709683720884,0,0,4,2,0.007822594013047496
5373,5656,0.00016274406791044342,0,0,4,2,0.007822594013047496
5389,2512,2.6578633192594388e-05,0,0,4,2,0.007822594013047496
5548,6144,0.00020731992566146957,0,0,4,2,0.007822594013047496
5635,2350,0.00027701890993267,0,0,4,2,0.007822594013047496
5671,2034,0.0002383378684667051,0,0,4,2,0.007822594013047496
5697,3752,1.824004168700123e-05,0,0,4,2,0.007822594013047496
5725,2099,0.00019774203878054582,0,0,4,2,0.007822594013047496
5760,5480,0.00014140734222295326,0,0,4,2,0.007822594013047496
5858,3760,0.00042048864479437447,0,0,4,2,0.007822594013047496
5933,2322,0.0001410913950347533,0,0,4,2,0.007822594013047496
5941,4464,7.224191025414593e-05,0,0,4,2,0.007822594013047496
6012,7177,3.251799516481511e-05,0,0,4,2,0.007822594013047496
6028,6542,8.004095250232575e-05,0,0,4,2,0.007822594013047496
6115,6414,0.00014790751235783207,0,0,4,2,0.007822594013047496
6121,2596,0.00024079429495416467,0,0,4,2,0.007822594013047496
6132,4378,0.00020639261320537183,0,0,4,2,0.007822594013047496
6427,2905,0.00010855897915999173,0,0,4,2,0.007822594013047496
6506,7151,0.0001661538388161614,0,0,4,2,0.007822594013047496
6556,3212,4.214856999891148e-05,0,0,4,2,0.007822594013047496
6568,7209,9.501682350604946e-05,0,0,4,2,0.007822594013047496
6648,5664,7.823546869227747e-05,0,0,4,2,0.007822594013047496
6890,3695,4.68122777648155e-05,0,0,4,2,0.007822594013047496
7223,5748,0.00018296690676978072,0,0,4,2,0.007822594013047496
356,5896,4.651174521293222e-05,0,0,5,2,0.007822594013047496
358,3340,0.00018179049621809863,0,0,5,2,0.007822594013047496
728,7574,0.0004630146986648653,0,0,5,2,0.007822594013047496
884,119,0.0003579028399122475,0,0,5,2,0.007822594013047496
1919,2517,0.0001498803117007521,0,0,5,2,0.007822594013047496
1963,7117,0.00023067577264804262,0,0,5,2,0.007822594013047496
1987,344,0.00028100516649442667,0,0,5,2,0.007822594013047496
2197,402,2.2781010173035233e-05,0,0,5,2,0.007822594013047496
2342,5639,1.3095465541197542e-05,0,0,5,2,0.007822594013047496
2909,5291,0.0003640154954927377,0,0,5,2,0.007822594013047496
3017,6832,0.00398451345439297,0,0,5,2,0.007822594013047496
3181,5728,0.00014885300484043405,0,0,5,2,0.007822594013047496
3183,3355,0.00013219105314251037,0,0,5,2,0.007822594013047496
3230,1341,0.00030260908092772596,0,0,5,2,0.007822594013047496
3286,3431,3.403020002949488e-05,0,0,5,2,0.007822594013047496
3383,5845,8.321446929706339e-05,0,0,5,2,0.007822594013047496
3610,6653,0.00023826494244489065,0,0,5,2,0.007822594013047496
3634,2180,0.0001417607182720845,0,0,5,2,0.007822594013047496
3723,7421,2.7263457229360987e-05,0,0,5,2,0.007822594013047496
3878,3482,8.174997464556406e-06,0,0,5,2,0.007822594013047496
3957,2408,1.3205498773812331e-05,0,0,5,2,0.007822594013047496
4057,1027,0.0002950432265077937,0,0,5,2,0.007822594013047496
4167,1084,1.3039820062436262e-05,0,0,5,2,0.007822594013047496
4283,3472,1.3693840998569622e-05,0,0,5,2,0.007822594013047496
4395,6025,0.00010264107278730646,0,0,5,2,0.007822594013047496
4406,5650,0.0002788157166057864,0,0,5,2,0.007822594013047496
4421,7036,0.00010973078195807556,0,0,5,2,0.007822594013047496
4527,3228,0.0005094229984361377,0,0,5,2,0.007822594013047496
4579,1306,0.00016445685128184997,0,0,5,2,0.007822594013047496
4602,7268,0.00013083338385729235,0,0,5,2,0.007822594013047496
4638,3239,0.00041375285804275217,0,0,5,2,0.007822594013047496
4654,1354,0.00035474890693647487,0,0,5,2,0.007822594013047496
4808,2272,7.571751662600751e-05,0,0,5,2,0.007822594013047496
4822,4718,3.365764386258593e-05,0,0,5,2,0.007822594013047496
5040,3483,0.0002984171721289852,0,0,5,2,0.007822594013047496
5050,3272,0.0002512605424706183,0,0,5,2,0.007822594013047496
5127,4608,0.00021984354718219417,0,0,5,2,0.007822594013047496
5130,5979,0.0003773451274511058,0,0,5,2,0.007822594013047496
5132,2623,0.0002069841810636773,0,0,5,2,0.007822594013047496
5187,6261,0.00022437349701721928,0,0,5,2,0.007822594013047496
5223,4038,4.6474707658865706e-05,0,0,5,2,0.007822594013047496
5527,6373,0.00027990184780948986,0,0,5,2,0.007822594013047496
5556,1975,0.0002661999793484592,0,0,5,2,0.007822594013047496
5557,5419,0.0005014269487232422,0,0,5,2,0.007822594013047496
5608,7289,0.00025313036552893146,0,0,5,2,0.007822594013047496
5660,2026,0.00044946737746278244,0,0,5,2,0.007822594013047496
5928,2317,3.7989695584215937e-05,0,0,5,2,0.007822594013047496
6078,5417,8.510202040226172e-05,0,0,5,2,0.007822594013047496
6423,4519,0.000435658690338963,0,0,5,2,0.007822594013047496
6497,4366,0.00014981962593266522,0,0,5,2,0.007822594013047496
6500,4035,0.00026990376912511537,0,0,5,2,0.007822594013047496
6570,3131,1.9363341534532376e-05,0,0,5,2,0.007822594013047496
6778,5803,8.875206194389306e-05,0,0,5,2,0.007822594013047496
6804,4997,0.0005080988524114682,0,0,5,2,0.007822594013047496
204,20,0.00016911624853808993,0,0,6,2,0.007822594013047496
673,6302,3.7031985206391795e-05,0,0,6,2,0.007822594013047496
725,108,0.0001597696512892501,0,0,6,2,0.007822594013047496
1415,219,0.0007900908707781904,0,0,6,2,0.007822594013047496
1900,4943,0.00010725285490493277,0,0,6,2,0.007822594013047496
2049,5041,3.696524679764969e-05,0,0,6,2,0.007822594013047496
2339,4098,9.312236438078578e-05,0,0,6,2,0.007822594013047496
3021,4388,0.00026758450060242325,0,0,6,2,0.007822594013047496
3026,635,3.553860713087468e-05,0,0,6,2,0.007822594013047496
3071,4550,0.0004297375839451341,0,0,6,2,0.007822594013047496
3179,691,7.2924630205681e-05,0,0,6,2,0.007822594013047496
3180,6208,0.0003913002287955026,0,0,6,2,0.007822594013047496
3238,2570,0.00028652580378181843,0,0,6,2,0.007822594013047496
3241,7295,8.538429937354163e-05,0,0,6,2,0.007822594013047496
3285,5013,0.00041277613530427506,0,0,6,2,0.007822594013047496
3488,1340,0.0001447580718935637,0,0,6,2,0.007822594013047496
3490,895,0.00010124077948846649,0,0,6,2,0.007822594013047496
3539,3716,0.0002812170104490353,0,0,6,2,0.007822594013047496
3637,6685,4.344010911613227e-06,0,0,6,2,0.007822594013047496
3713,4622,0.00018623719252760268,0,0,6,2,0.007822594013047496
3720,3706,0.00014929066363911288,0,0,6,2,0.007822594013047496
3867,2807,9.355548399028126e-05,0,0,6,2,0.007822594013047496
4237,1114,0.0001995473153950774,0,0,6,2,0.007822594013047496
4238,3147,0.0003771183059592871,0,0,6,2,0.007822594013047496
4456,1500,0.00030515186985049787,0,0,6,2,0.007822594013047496
4477,2887,0.00016086104455465106,0,0,6,2,0.007822594013047496
4501,5724,0.0004059911918208385,0,0,6,2,0.007822594013047496
4606,7472,5.1672385368275535e-05,0,0,6,2,0.007822594013047496
4617,3779,0.0003148502684115979,0,0,6,2,0.007822594013047496
4988,7200,0.00018207866550362626,0,0,6,2,0.007822594013047496
5113,3030,0.0004870825706943915,0,0,6,2,0.007822594013047496
5128,6682,0.0003902967007917636,0,0,6,2,0.007822594013047496
5222,1711,4.5972680241510506e-05,0,0,6,2,0.007822594013047496
5278,5493,0.00027225148378448664,0,0,6,2,0.007822594013047496
5361,1801,0.00029112522524447714,0,0,6,2,0.007822594013047496
5528,4061,0.0005216790589894244,0,0,6,2,0.007822594013047496
6501,6089,0.00023050491414127705,0,0,6,2,0.007822594013047496
6926,3777,0.0003526244208989245,0,0,6,2,0.007822594013047496
62,177,4.21800241887058e-05,0,0,7,2,0.007822594013047496
355,3527,5.485683601288009e-05,0,0,7,2,0.007822594013047496
400,2072,0.00021821617990232738,0,0,7,2,0.007822594013047496
497,5048,2.207471380631205e-05,0,0,7,2,0.007822594013047496
499,1135,1.794236333415816e-05,0,0,7,2,0.007822594013047496
545,3862,7.099056495683293e-05,0,0,7,2,0.007822594013047496
1913,6470,0.0003840846565112652,0,0,7,2,0.007822594013047496
1947,5905,0.0003160969482788313,0,0,7,2,0.007822594013047496
1959,7535,0.0005230198496562381,0,0,7,2,0.007822594013047496
2199,5384,1.4160598332138687e-05,0,0,7,2,0.007822594013047496
2347,3767,9.621283943238407e-05,0,0,7,2,0.007822594013047496
2367,4523,0.0003293376633232283,0,0,7,2,0.007822594013047496
2545,492,0.00026944512468314233,0,0,7,2,0.007822594013047496
2548,1147,0.00038887700044877197,0,0,7,2,0.007822594013047496
2837,563,0.00021954946379105968,0,0,7,2,0.007822594013047496
2953,5829,0.00017929622677901824,0,0,7,2,0.007822594013047496
2997,623,0.000526861182735112,0,0,7,2,0.007822594013047496
3067,4928,0.0006387611481054428,0,0,7,2,0.007822594013047496
3457,5497,0.0004593901621882623,0,0,7,2,0.007822594013047496
3481,6043,0.00021058859164529067,0,0,7,2,0.007822594013047496
3576,6906,0.00013926630327920853,0,0,7,2,0.007822594013047496
4139,3281,0.00040155040170152136,0,0,7,2,0.007822594013047496
4239,1999,0.00014114872449958843,0,0,7,2,0.007822594013047496
4420,2993,3.7548178470513386e-05,0,0,7,2,0.007822594013047496
4523,5015,0.0003705983294762028,0,0,7,2,0.007822594013047496
4526,5210,0.00011813832494814947,0,0,7,2,0.007822594013047496
4575,3503,0.0001545960900220903,0,0,7,2,0.007822594013047496
4603,4747,0.000297917602513449,0,0,7,2,0.007822594013047496
4804,5985,0.0004090185542762786,0,0,7,2,0.007822594013047496
4807,1450,0.0002687113884698636,0,0,7,2,0.007822594013047496
4893,2941,0.00025225639178976076,0,0,7,2,0.007822594013047496
4989,6705,0.00017876353218757731,0,0,7,2,0.007822594013047496
5083,1629,0.000723169176896807,0,0,7,2,0.007822594013047496
5170,6166,0.0001909140071532559,0,0,7,2,0.007822594013047496
5549,6583,0.0008263891571619082,0,0,7,2,0.007822594013047496
5606,5401,0.0005027851822958561,0,0,7,2,0.007822594013047496
5857,3335,0.000544351410085707,0,0,7,2,0.007822594013047496
5934,2419,8.019901177379268e-05,0,0,7,2,0.007822594013047496
354,4852,3.37671549462184e-05,0,0,8,2,0.007822594013047496
359,865,0.00015302400492722262,0,0,8,2,0.007822594013047496
541,3495,0.0003499556828817594,0,0,8,2,0.007822594013047496
664,211,0.0008680742434782814,0,0,8,2,0.007822594013047496
870,7061,9.335905493424839e-05,0,0,8,2,0.007822594013047496
887,446,0.0011101458162355946,0,0,8,2,0.007822594013047496
1911,4532,0.0003608253133577543,0,0,8,2,0.007822594013047496
1961,1980,0.00048360621421430664,0,0,8,2,0.007822594013047496
1964,5501,0.0005284992344782037,0,0,8,2,0.007822594013047496
2031,3468,5.9738304960152965e-05,0,0,8,2,0.007822594013047496
2092,6759,0.00012240631502879066,0,0,8,2,0.007822594013047496
2323,7129,2.148597447541895e-05,0,0,8,2,0.007822594013047496
2348,3736,0.00013230164900319345,0,0,8,2,0.007822594013047496
2349,5657,2.0230617610140928e-05,0,0,8,2,0.007822594013047496
2492,5673,0.00023017015913498698,0,0,8,2,0.007822594013047496
2577,929,0.00041463380230294687,0,0,8,2,0.007822594013047496
2607,514,8.150010205822685e-05,0,0,8,2,0.007822594013047496
2770,1140,0.0003503391787576481,0,0,8,2,0.007822594013047496
2838,4112,0.0002792418481871919,0,0,8,2,0.007822594013047496
3030,7245,0.0003970432475065156,0,0,8,2,0.007822594013047496
3073,6568,0.0002934223411707362,0,0,8,2,0.007822594013047496
3456,792,0.0033723872111676542,0,0,8,2,0.007822594013047496
3487,3768,0.00014795701275751945,0,0,8,2,0.007822594013047496
3715,3157,0.0005668563162410427,0,0,8,2,0.007822594013047496
3739,2814,0.0006415080312785073,0,0,8,2,0.007822594013047496
3868,1663,0.0009920070560397011,0,0,8,2,0.007822594013047496
4402,4204,0.0006654789202867045,0,0,8,2,0.007822594013047496
4600,6851,0.0007173263987058569,0,0,8,2,0.007822594013047496
4605,1319,0.00021851994834567795,0,0,8,2,0.007822594013047496
4809,7302,6.39502438431614e-05,0,0,8,2,0.007822594013047496
4933,4804,0.00044275638275666505,0,0,8,2,0.007822594013047496
5133,2507,0.0006559230597150394,0,0,8,2,0.007822594013047496
5138,3824,0.0008501542861432731,0,0,8,2,0.007822594013047496
5558,4296,0.0035714000853775798,0,0,8,2,0.007822594013047496
5835,3990,0.0008265292304945097,0,0,8,2,0.007822594013047496
6413,5326,0.0008552957866578594,0,0,8,2,0.007822594013047496
399,6096,0.0001819002730555763,0,0,9,2,0.007822594013047496
493,70,0.00015187534934818324,0,0,9,2,0.007822594013047496
544,2060,0.00040597514430653557,0,0,9,2,0.007822594013047496
671,6838,0.00031339248779612593,0,0,9,2,0.007822594013047496
672,3773,0.0006662173090180848,0,0,9,2,0.007822594013047496
730,2616,0.000456827092448831,0,0,9,2,0.007822594013047496
1046,6873,0.0002728008032365118,0,0,9,2,0.007822594013047496
1186,6769,8.429175308793606e-05,0,0,9,2,0.007822594013047496
1198,6003,0.0003860450787714338,0,0,9,2,0.007822594013047496
2020,710,0.0002774405538683017,0,0,9,2,0.007822594013047496
2026,5635,0.0005988022265540569,0,0,9,2,0.007822594013047496
2202,4006,0.00010814634444194331,0,0,9,2,0.007822594013047496
2344,519,2.7213378970048205e-05,0,0,9,2,0.007822594013047496
2571,6803,0.0006228471585717399,0,0,9,2,0.007822594013047496
3020,633,0.004425979377779684,0,0,9,2,0.007822594013047496
3422,1141,0.0004838378139143194,0,0,9,2,0.007822594013047496
3575,953,0.00010307001022569009,0,0,9,2,0.007822594013047496
3638,4783,0.00039117575382627756,0,0,9,2,0.007822594013047496
3690,1798,0.00044149560122552463,0,0,9,2,0.007822594013047496
4405,6013,0.000635447244316064,0,0,9,2,0.007822594013047496
4455,3622,0.00040548753677828323,0,0,9,2,0.007822594013047496
4817,1455,0.00032887116006203524,0,0,9,2,0.007822594013047496
5072,4321,0.00026049940650775544,0,0,9,2,0.007822594013047496
5110,3105,0.0005539344765359978,0,0,9,2,0.007822594013047496
5326,1943,0.0004572864545708624,0,0,9,2,0.007822594013047496
6253,5405,0.0009067406724473017,0,0,9,2,0.007822594013047496
350,45,0.00026613762572376615,0,0,10,2,0.007822594013047496
352,7537,0.0006405947345610442,0,0,10,2,0.007822594013047496
496,900,0.0004691114480757156,0,0,10,2,0.007822594013047496
502,3949,2.9845511087939097e-05,0,0,10,2,0.007822594013047496
1282,1544,4.9297481020337764e-05,0,0,10,2,0.007822594013047496
1331,7301,0.0001461844406914786,0,0,10,2,0.007822594013047496
1535,6280,0.0016827806807630176,0,0,10,2,0.007822594013047496
1957,4456,0.0005884510507521659,0,0,10,2,0.007822594013047496
2346,3314,3.3424022998591635e-05,0,0,10,2,0.007822594013047496
2493,2341,0.00014497574903519242,0,0,10,2,0.007822594013047496
2546,2672,0.0006098488567674448,0,0,10,2,0.007822594013047496
3074,5768,0.0008984878895161596,0,0,10,2,0.007822594013047496
3483,5342,0.00021302254324118093,0,0,10,2,0.007822594013047496
3689,1995,0.0006681481797589588,0,0,10,2,0.007822594013047496
4521,5579,0.0008819488436717541,0,0,10,2,0.007822594013047496
4952,7266,0.0005722306188618338,0,0,10,2,0.007822594013047496
5137,5606,0.0009760770948465265,0,0,10,2,0.007822594013047496
586,6115,0.00037785371877036846,0,0,11,2,0.007822594013047496
972,135,0.0003330132024651449,0,0,11,2,0.007822594013047496
1188,2366,0.00011457265192943738,0,0,11,2,0.007822594013047496
1988,1947,0.007758281343848427,0,0,11,2,0.007822594013047496
2168,2513,0.0006093866151568379,0,0,11,2,0.007822594013047496
2200,3463,3.5496539828369025e-05,0,0,11,2,0.007822594013047496
2227,2474,0.00027963332997688365,0,0,11,2,0.007822594013047496
2259,3509,0.001495603326537877,0,0,11,2,0.007822594013047496
2578,2305,0.0008166695203799865,0,0,11,2,0.007822594013047496
2609,3705,0.0008813572013322528,0,0,11,2,0.007822594013047496
3479,6925,0.0002341889896668024,0,0,11,2,0.007822594013047496
3489,1982,0.0004869020412649864,0,0,11,2,0.007822594013047496
3736,6656,0.00029785143803506744,0,0,11,2,0.007822594013047496
3888,960,0.0007498205537725321,0,0,11,2,0.007822594013047496
4059,3937,0.0011887802632552168,0,0,11,2,0.007822594013047496
4142,4531,0.00024119987909175546,0,0,11,2,0.007822594013047496
4498,1258,0.00032520060205829665,0,0,11,2,0.007822594013047496
4528,3603,0.0010393928337210122,0,0,11,2,0.007822594013047496
4607,7464,0.0002752994971776138,0,0,11,2,0.007822594013047496
4975,6487,0.0006530603662529463,0,0,11,2,0.007822594013047496
5136,6883,0.0008481079966518493,0,0,11,2,0.007822594013047496
5148,7170,7.981465617427597e-05,0,0,11,2,0.007822594013047496
5534,1925,0.0004922520203793137,0,0,11,2,0.007822594013047496
5563,3945,0.0008970852755959991,0,0,11,2,0.007822594013047496
390,49,0.0011548060591545593,0,0,12,2,0.007822594013047496
1334,2318,0.00016874038748043667,0,0,12,2,0.007822594013047496
2094,4738,0.000385678118601834,0,0,12,2,0.007822594013047496
2553,6459,8.165321693558894e-05,0,0,12,2,0.007822594013047496
3239,4763,0.0008172703665381679,0,0,12,2,0.007822594013047496
3379,1701,0.00017301653334441403,0,0,12,2,0.007822594013047496
4138,1068,0.000627651824276072,0,0,12,2,0.007822594013047496
4529,6787,0.0007837920744159913,0,0,12,2,0.007822594013047496
4604,4990,0.0011138161742881335,0,0,12,2,0.007822594013047496
4821,1835,3.538832471719918e-05,0,0,12,2,0.007822594013047496
5049,6597,0.0005896956765943872,0,0,12,2,0.007822594013047496
6109,4525,0.00034297071913808833,0,0,12,2,0.007822594013047496
357,5099,0.0003542836106567259,0,0,13,2,0.007822594013047496
540,1216,0.00021916711755223066,0,0,13,2,0.007822594013047496
661,103,0.0009174556783227633,0,0,13,2,0.007822594013047496
976,3269,0.0006123595684667688,0,0,13,2,0.007822594013047496
1952,5593,0.0007588389807977715,0,0,13,2,0.007822594013047496
2350,6460,0.0003163327379660344,0,0,13,2,0.007822594013047496
2582,1651,0.0007344866140890067,0,0,13,2,0.007822594013047496
2586,4986,0.00337773773476324,0,0,13,2,0.007822594013047496
2769,1531,0.0003813880364255342,0,0,13,2,0.007822594013047496
3461,1622,0.0007423873307191017,0,0,13,2,0.007822594013047496
3484,3633,0.00013168604166947145,0,0,13,2,0.007822594013047496
3721,4350,0.0007454646909019682,0,0,13,2,0.007822594013047496
3737,2233,0.0045658589977067635,0,0,13,2,0.007822594013047496
3791,3514,0.0004518528572657232,0,0,13,2,0.007822594013047496
4524,6490,0.007351931891079501,0,0,13,2,0.007822594013047496
351,3912,0.0004222618120874106,0,0,14,2,0.007822594013047496
433,1932,0.00018185289095412494,0,0,14,2,0.007822594013047496
507,5966,0.0006049244720521047,0,0,14,2,0.007822594013047496
538,78,0.0005860733570829224,0,0,14,2,0.007822594013047496
2343,3977,0.00011355007892877662,0,0,14,2,0.007822594013047496
2606,3107,0.0003278829320478364,0,0,14,2,0.007822594013047496
2840,793,0.0004924670403014628,0,0,14,2,0.007822594013047496
3069,2818,0.0013125208757162573,0,0,14,2,0.007822594013047496
3381,7563,0.0008366966564713355,0,0,14,2,0.007822594013047496
3464,3836,0.0010151535574163828,0,0,14,2,0.007822594013047496
3692,3352,0.0010818306240824604,0,0,14,2,0.007822594013047496
4241,5200,0.0005861257299369142,0,0,14,2,0.007822594013047496
4459,5710,0.0008221802018758705,0,0,14,2,0.007822594013047496
4708,1519,0.0003192023279955897,0,0,14,2,0.007822594013047496
667,1671,0.0008932564690446713,0,0,15,2,0.007822594013047496
731,6445,0.000788345593680633,0,0,15,2,0.007822594013047496
1189,178,0.001169239562689629,0,0,15,2,0.007822594013047496
1951,2456,0.00045225322179878253,0,0,15,2,0.007822594013047496
2024,358,0.0002990141041251774,0,0,15,2,0.007822594013047496
2345,7601,7.549208079252763e-05,0,0,15,2,0.007822594013047496
3317,1808,0.0006029743522219563,0,0,15,2,0.007822594013047496
3386,7090,0.0006082330376519516,0,0,15,2,0.007822594013047496
3480,3224,0.000534079609922194,0,0,15,2,0.007822594013047496
3570,842,0.0004034350287557175,0,0,15,2,0.007822594013047496
3606,858,0.0010293322559946116,0,0,15,2,0.007822594013047496
3608,3121,0.001308770299239869,0,0,15,2,0.007822594013047496
3792,4506,0.000875227408342042,0,0,15,2,0.007822594013047496
4457,2955,0.0009254049834841646,0,0,15,2,0.007822594013047496
4926,1599,0.0003013502214818849,0,0,15,2,0.007822594013047496
208,4151,0.0009918357691044968,0,0,16,2,0.007822594013047496
