,node,x_pos,y_pos
0,0,0.8393303515521919,0.5317202946727987
1,1,0.561205736062018,0.7217236679084424
2,2,0.5156959568152671,0.8836552482829545
3,3,-0.9075876124294472,-0.24143912277367346
4,4,-0.17252633105331003,0.9341266452726016
5,5,-0.7801784449430498,0.5712066250947222
6,6,0.4651664760838885,0.3230788383774208
7,7,-0.38342891467987117,0.8191394731427083
8,8,-0.8522865811624993,0.3579657414615599
9,9,0.41477206750069107,-0.9112080582176332
10,10,-0.1315840730974013,-0.7776207095776724
11,11,0.028987934994026954,0.989805926369901
12,12,-0.6214630054902455,0.7415007978980912
13,13,-0.9343497890632373,-0.04500970227901132
14,14,-0.9657870763729992,0.1650108525709251
15,15,0.20672553420035136,-1.0
16,16,0.9933326541149977,-0.05268213484935587
17,17,0.6184713499546813,-0.8276975955861592
18,18,-0.5966259186686372,-0.7377463050118985
19,19,-0.8015371563471958,-0.7113178293388861
20,20,0.015176078687643996,0.7829340641019498
21,21,0.2953615152453207,0.8982266014320499
22,22,0.7509152276940846,-0.6418478374109189
23,23,-0.8725156650663717,-0.4762146251166195
24,24,0.8831546892025827,-0.45519814176263806
25,25,0.888404339661063,-0.23787610765822897
26,26,-0.40169100493537097,-0.8654552097846454
27,27,0.005221655488628236,-0.9569762511636449
28,28,0.9396400060522003,0.2181948539448613
