,node,x_pos,y_pos
0,0,0.9238172852121158,0.41028879411855296
1,1,-0.5864608211736545,-0.7518323405801529
2,2,0.8894588722551061,-0.46956308775425837
3,3,-0.37124179610507924,-0.9148829849225468
4,4,0.3929654324304378,0.42233484789712605
5,5,-0.04671383488935899,-0.8918824470616286
6,6,-0.9271050358938915,-0.24058365761798484
7,7,-0.892640033706237,0.6608066168479605
8,8,-0.22589574466764298,1.0
9,9,0.693357880930013,0.6582477225128951
10,10,0.9354340231060001,0.17065738911089684
11,11,-0.8491737429729814,-0.476833959663219
12,12,-0.5574001350875003,0.8100445135180041
13,13,-0.9397720969843961,0.27131404539097986
14,14,0.43396678457235327,0.9064617710255966
15,15,0.712429557461815,-0.6579486521013386
16,16,0.41497340551290146,-0.9066285707208823
