,source,target,weight
0,0,1,8
1,0,2,8
2,0,3,1
3,0,4,22
4,1,3,581
5,1,2,3
6,1,11,27
7,1,4,3
8,1,5,150
9,1,6,4
10,1,7,6
11,1,8,6
12,1,12,4
13,2,3,32
14,2,4,4
15,2,13,1
16,2,5,97
17,2,15,292
18,2,16,25
19,2,6,45
20,2,8,1
21,2,7,4
22,3,5,611
23,3,6,86
24,3,7,58
25,3,8,2
26,3,4,5
27,4,9,248
28,4,10,891
29,4,14,40
30,4,6,5
31,4,5,52
32,5,6,108
33,5,8,3
34,5,7,2
35,5,15,1
36,6,8,27
37,6,7,4
38,8,13,6
39,9,10,1
40,10,14,14
41,15,16,1
