,community,density
0,0,0.04869760220803864
1,1,0.07358849384768454
2,2,0.056730831550975434
3,3,0.07830188679245283
4,4,0.12797328941324101
5,5,0.21911525974025975
6,6,0.24745762711864408
7,7,0.7396870554765291
8,8,0.03573573172847249
9,9,0.5654490106544902
10,10,0.5915397268111278
11,11,0.8666666666666667
12,12,0.11747516072472239
13,13,0.09391427894861473
14,14,0.7543859649122807
15,15,0.22025565388397247
16,16,0.7953216374269005
