,source,target,weight
275,4,35,0.0
276,4,36,1.0
277,4,37,0.0
278,4,38,1.0
279,4,39,10.0
280,4,40,2.0
281,4,41,0.0
282,4,42,3.0
283,4,43,0.0
284,4,44,167.0
285,4,45,2.0
286,4,46,0.0
287,4,47,0.0
288,4,48,0.0
289,4,49,0.0
290,4,50,0.0
291,4,51,0.0
292,4,52,2.0
293,4,53,0.0
294,4,54,0.0
295,4,55,0.0
296,4,56,0.0
297,4,57,0.0
298,4,58,0.0
299,4,59,0.0
300,5,0,0.0
301,5,1,60.0
302,5,2,64.0
303,5,3,11.0
304,5,4,37.0
305,5,5,0.0
306,5,6,4.0
307,5,7,0.0
308,5,8,30.0
309,5,9,0.0
310,5,10,17.0
311,5,11,17.0
312,5,12,2.0
313,5,13,2.0
314,5,14,1.0
315,5,15,127.0
316,5,16,54.0
317,5,17,10.0
318,5,18,4.0
319,5,19,1.0
320,5,20,9.0
321,5,21,9.0
322,5,22,52.0
323,5,23,21.0
324,5,24,12.0
325,5,25,1.0
326,5,26,6.0
327,5,27,0.0
328,5,28,3.0
329,5,29,20.0
330,5,30,0.0
331,5,31,6.0
332,5,32,8.0
333,5,33,0.0
334,5,34,3.0
335,5,35,0.0
336,5,36,1.0
337,5,37,2.0
338,5,38,2.0
339,5,39,11.0
340,5,40,2.0
341,5,41,0.0
342,5,42,4.0
343,5,43,1.0
344,5,44,66.0
345,5,45,0.0
346,5,46,0.0
347,5,47,0.0
348,5,48,0.0
349,5,49,0.0
350,5,50,0.0
351,5,51,1.0
352,5,52,2.0
353,5,53,0.0
354,5,54,0.0
355,5,55,0.0
356,5,56,0.0
357,5,57,0.0
358,5,58,0.0
359,5,59,0.0
360,6,0,0.0
361,6,1,16.0
362,6,2,0.0
363,6,3,0.0
364,6,4,2.0
365,6,5,4.0
366,6,6,0.0
367,6,7,1.0
368,6,8,5.0
369,6,9,0.0
370,6,10,7.0
371,6,11,1.0
372,6,12,2.0
373,6,13,0.0
374,6,14,3.0
375,6,15,10.0
376,6,16,44.0
377,6,17,3.0
378,6,18,0.0
379,6,19,0.0
380,6,20,9.0
381,6,21,4.0
382,6,22,3.0
383,6,23,2.0
384,6,24,1.0
385,6,25,0.0
386,6,26,0.0
387,6,27,0.0
388,6,28,0.0
389,6,29,7.0
390,6,30,0.0
391,6,31,19.0
392,6,32,4.0
393,6,33,0.0
394,6,34,2.0
395,6,35,0.0
396,6,36,1.0
397,6,37,2.0
398,6,38,0.0
399,6,39,2.0
400,6,40,0.0
401,6,41,0.0
402,6,42,1.0
403,6,43,0.0
404,6,44,31.0
405,6,45,0.0
406,6,46,0.0
407,6,47,0.0
408,6,48,0.0
409,6,49,0.0
410,6,50,0.0
411,6,51,0.0
412,6,52,0.0
413,6,53,0.0
414,6,54,0.0
415,6,55,0.0
416,6,56,0.0
417,6,57,0.0
418,6,58,0.0
419,6,59,0.0
420,7,0,0.0
421,7,1,4.0
422,7,2,0.0
423,7,3,0.0
424,7,4,0.0
425,7,5,0.0
426,7,6,1.0
427,7,7,0.0
428,7,8,1.0
429,7,9,0.0
430,7,10,65.0
431,7,11,0.0
432,7,12,1.0
433,7,13,0.0
434,7,14,0.0
435,7,15,7.0
436,7,16,1.0
437,7,17,0.0
438,7,18,0.0
439,7,19,0.0
440,7,20,13.0
441,7,21,1.0
442,7,22,0.0
443,7,23,0.0
444,7,24,0.0
445,7,25,0.0
446,7,26,0.0
447,7,27,1.0
448,7,28,2.0
449,7,29,0.0
450,7,30,0.0
451,7,31,0.0
452,7,32,3.0
453,7,33,0.0
454,7,34,0.0
455,7,35,0.0
456,7,36,0.0
457,7,37,0.0
458,7,38,0.0
459,7,39,0.0
460,7,40,0.0
461,7,41,0.0
462,7,42,0.0
463,7,43,0.0
464,7,44,5.0
465,7,45,0.0
466,7,46,0.0
467,7,47,0.0
468,7,48,0.0
469,7,49,0.0
470,7,50,0.0
471,7,51,0.0
472,7,52,0.0
473,7,53,0.0
474,7,54,0.0
475,7,55,0.0
476,7,56,0.0
477,7,57,0.0
478,7,58,0.0
479,7,59,0.0
480,8,0,0.0
481,8,1,113.0
482,8,2,184.0
483,8,3,30.0
484,8,4,55.0
485,8,5,30.0
486,8,6,5.0
487,8,7,1.0
488,8,8,0.0
489,8,9,0.0
490,8,10,41.0
491,8,11,15.0
492,8,12,4.0
493,8,13,10.0
494,8,14,3.0
495,8,15,159.0
496,8,16,74.0
497,8,17,7.0
498,8,18,4.0
499,8,19,2.0
500,8,20,18.0
501,8,21,9.0
502,8,22,28.0
503,8,23,30.0
504,8,24,4.0
505,8,25,4.0
506,8,26,5.0
507,8,27,4.0
508,8,28,4.0
509,8,29,58.0
510,8,30,0.0
511,8,31,10.0
512,8,32,7.0
513,8,33,1.0
514,8,34,0.0
515,8,35,0.0
516,8,36,0.0
517,8,37,1.0
518,8,38,0.0
519,8,39,8.0
520,8,40,2.0
521,8,41,0.0
522,8,42,59.0
523,8,43,7.0
524,8,44,285.0
525,8,45,4.0
526,8,46,0.0
527,8,47,0.0
528,8,48,0.0
529,8,49,0.0
530,8,50,0.0
531,8,51,1.0
532,8,52,0.0
533,8,53,0.0
534,8,54,0.0
535,8,55,0.0
536,8,56,0.0
537,8,57,2.0
538,8,58,0.0
539,8,59,0.0
540,9,0,0.0
541,9,1,0.0
542,9,2,0.0
543,9,3,0.0
544,9,4,0.0
545,9,5,0.0
546,9,6,0.0
547,9,7,0.0
548,9,8,0.0
549,9,9,0.0
550,9,10,0.0
551,9,11,1.0
552,9,12,0.0
553,9,13,0.0
554,9,14,0.0
555,9,15,0.0
556,9,16,0.0
557,9,17,0.0
558,9,18,0.0
559,9,19,0.0
560,9,20,0.0
561,9,21,0.0
562,9,22,0.0
563,9,23,0.0
564,9,24,0.0
565,9,25,0.0
566,9,26,0.0
567,9,27,0.0
568,9,28,0.0
569,9,29,0.0
570,9,30,0.0
571,9,31,0.0
572,9,32,0.0
573,9,33,0.0
574,9,34,0.0
575,9,35,0.0
576,9,36,0.0
577,9,37,0.0
578,9,38,0.0
579,9,39,0.0
580,9,40,0.0
581,9,41,0.0
582,9,42,0.0
583,9,43,0.0
584,9,44,0.0
585,9,45,0.0
586,9,46,0.0
587,9,47,0.0
588,9,48,0.0
589,9,49,0.0
590,9,50,0.0
591,9,51,0.0
592,9,52,0.0
593,9,53,0.0
594,9,54,0.0
595,9,55,0.0
596,9,56,0.0
597,9,57,0.0
598,9,58,0.0
599,9,59,0.0
600,10,0,0.0
601,10,1,128.0
602,10,2,135.0
603,10,3,12.0
604,10,4,85.0
605,10,5,17.0
606,10,6,7.0
607,10,7,65.0
608,10,8,41.0
609,10,9,0.0
610,10,10,0.0
611,10,11,7.0
612,10,12,2.0
613,10,13,1.0
614,10,14,7.0
615,10,15,100.0
616,10,16,118.0
617,10,17,8.0
618,10,18,8.0
619,10,19,4.0
620,10,20,67.0
621,10,21,1.0
622,10,22,9.0
623,10,23,37.0
624,10,24,9.0
625,10,25,2.0
626,10,26,0.0
627,10,27,4.0
628,10,28,2.0
629,10,29,41.0
630,10,30,0.0
631,10,31,29.0
632,10,32,13.0
633,10,33,1.0
634,10,34,2.0
635,10,35,1.0
636,10,36,9.0
637,10,37,1.0
638,10,38,1.0
639,10,39,5.0
640,10,40,0.0
641,10,41,0.0
642,10,42,10.0
643,10,43,1.0
644,10,44,89.0
645,10,45,1.0
646,10,46,0.0
647,10,47,0.0
648,10,48,0.0
649,10,49,0.0
650,10,50,0.0
651,10,51,0.0
652,10,52,0.0
653,10,53,0.0
654,10,54,0.0
655,10,55,0.0
656,10,56,0.0
657,10,57,0.0
658,10,58,0.0
659,10,59,0.0
660,11,0,0.0
661,11,1,37.0
662,11,2,6.0
663,11,3,6.0
664,11,4,8.0
665,11,5,17.0
666,11,6,1.0
667,11,7,0.0
668,11,8,15.0
669,11,9,1.0
670,11,10,7.0
671,11,11,0.0
672,11,12,0.0
673,11,13,0.0
674,11,14,23.0
675,11,15,19.0
676,11,16,51.0
677,11,17,0.0
678,11,18,1.0
679,11,19,1.0
680,11,20,9.0
681,11,21,3.0
682,11,22,8.0
683,11,23,29.0
684,11,24,7.0
685,11,25,0.0
686,11,26,0.0
687,11,27,1.0
688,11,28,4.0
689,11,29,4.0
690,11,30,0.0
691,11,31,5.0
692,11,32,12.0
693,11,33,0.0
694,11,34,0.0
695,11,35,0.0
696,11,36,0.0
697,11,37,2.0
698,11,38,1.0
699,11,39,0.0
700,11,40,0.0
701,11,41,0.0
702,11,42,6.0
703,11,43,3.0
704,11,44,57.0
705,11,45,0.0
706,11,46,0.0
707,11,47,0.0
708,11,48,0.0
709,11,49,0.0
710,11,50,0.0
711,11,51,0.0
712,11,52,0.0
713,11,53,0.0
714,11,54,1.0
715,11,55,0.0
716,11,56,0.0
717,11,57,0.0
718,11,58,0.0
719,11,59,0.0
720,12,0,0.0
721,12,1,26.0
722,12,2,22.0
723,12,3,3.0
724,12,4,6.0
725,12,5,2.0
726,12,6,2.0
727,12,7,1.0
728,12,8,4.0
729,12,9,0.0
730,12,10,2.0
731,12,11,0.0
732,12,12,0.0
733,12,13,0.0
734,12,14,0.0
735,12,15,0.0
736,12,16,38.0
737,12,17,0.0
738,12,18,0.0
739,12,19,0.0
740,12,20,0.0
741,12,21,0.0
742,12,22,2.0
743,12,23,0.0
744,12,24,0.0
745,12,25,0.0
746,12,26,0.0
747,12,27,0.0
748,12,28,0.0
749,12,29,2.0
750,12,30,0.0
751,12,31,10.0
752,12,32,0.0
753,12,33,0.0
754,12,34,2.0
755,12,35,0.0
756,12,36,0.0
757,12,37,1.0
758,12,38,1.0
759,12,39,0.0
760,12,40,0.0
761,12,41,0.0
762,12,42,0.0
763,12,43,0.0
764,12,44,13.0
765,12,45,0.0
766,12,46,0.0
767,12,47,0.0
768,12,48,0.0
769,12,49,0.0
770,12,50,0.0
771,12,51,0.0
772,12,52,0.0
773,12,53,0.0
774,12,54,0.0
775,12,55,0.0
776,12,56,0.0
777,12,57,0.0
778,12,58,0.0
779,12,59,0.0
780,13,0,0.0
781,13,1,34.0
782,13,2,13.0
783,13,3,0.0
784,13,4,1.0
785,13,5,2.0
786,13,6,0.0
787,13,7,0.0
788,13,8,10.0
789,13,9,0.0
790,13,10,1.0
791,13,11,0.0
792,13,12,0.0
793,13,13,0.0
794,13,14,1.0
795,13,15,8.0
796,13,16,73.0
797,13,17,0.0
798,13,18,6.0
799,13,19,0.0
800,13,20,3.0
801,13,21,2.0
802,13,22,2.0
803,13,23,2.0
804,13,24,0.0
805,13,25,3.0
806,13,26,0.0
807,13,27,0.0
808,13,28,0.0
809,13,29,9.0
810,13,30,0.0
811,13,31,14.0
812,13,32,1.0
813,13,33,0.0
814,13,34,0.0
815,13,35,0.0
816,13,36,0.0
817,13,37,1.0
818,13,38,0.0
819,13,39,0.0
820,13,40,0.0
821,13,41,0.0
822,13,42,3.0
823,13,43,0.0
824,13,44,2.0
825,13,45,0.0
826,13,46,0.0
827,13,47,0.0
828,13,48,0.0
829,13,49,0.0
830,13,50,0.0
831,13,51,0.0
832,13,52,0.0
833,13,53,0.0
834,13,54,0.0
835,13,55,0.0
836,13,56,0.0
837,13,57,0.0
838,13,58,0.0
839,13,59,0.0
840,14,0,0.0
841,14,1,37.0
842,14,2,7.0
843,14,3,1.0
844,14,4,7.0
845,14,5,1.0
846,14,6,3.0
847,14,7,0.0
848,14,8,3.0
849,14,9,0.0
850,14,10,7.0
851,14,11,23.0
852,14,12,0.0
853,14,13,1.0
854,14,14,0.0
855,14,15,29.0
856,14,16,47.0
857,14,17,0.0
858,14,18,1.0
859,14,19,1.0
860,14,20,7.0
861,14,21,1.0
862,14,22,4.0
863,14,23,51.0
864,14,24,19.0
865,14,25,1.0
866,14,26,0.0
867,14,27,1.0
868,14,28,2.0
869,14,29,4.0
870,14,30,0.0
871,14,31,5.0
872,14,32,8.0
873,14,33,0.0
874,14,34,2.0
875,14,35,1.0
876,14,36,1.0
877,14,37,2.0
878,14,38,5.0
879,14,39,2.0
880,14,40,4.0
881,14,41,0.0
882,14,42,1.0
883,14,43,0.0
884,14,44,12.0
885,14,45,0.0
886,14,46,0.0
887,14,47,0.0
888,14,48,0.0
889,14,49,0.0
890,14,50,0.0
891,14,51,0.0
892,14,52,0.0
893,14,53,0.0
894,14,54,0.0
895,14,55,0.0
896,14,56,0.0
897,14,57,0.0
898,14,58,0.0
899,14,59,0.0
900,15,0,2.0
901,15,1,181.0
902,15,2,366.0
903,15,3,6.0
904,15,4,535.0
905,15,5,127.0
906,15,6,10.0
907,15,7,7.0
908,15,8,159.0
909,15,9,0.0
910,15,10,100.0
911,15,11,19.0
912,15,12,0.0
913,15,13,8.0
914,15,14,29.0
915,15,15,0.0
916,15,16,56.0
917,15,17,143.0
918,15,18,78.0
919,15,19,133.0
920,15,20,31.0
921,15,21,88.0
922,15,22,278.0
923,15,23,61.0
924,15,24,63.0
925,15,25,4.0
926,15,26,12.0
927,15,27,102.0
928,15,28,143.0
929,15,29,152.0
930,15,30,0.0
931,15,31,26.0
932,15,32,11.0
933,15,33,2.0
934,15,34,1.0
935,15,35,2.0
936,15,36,7.0
937,15,37,7.0
938,15,38,35.0
939,15,39,17.0
940,15,40,41.0
941,15,41,4.0
942,15,42,5.0
943,15,43,41.0
944,15,44,509.0
945,15,45,3.0
946,15,46,0.0
947,15,47,3.0
948,15,48,0.0
949,15,49,1.0
950,15,50,0.0
951,15,51,28.0
952,15,52,7.0
953,15,53,3.0
954,15,54,0.0
955,15,55,0.0
956,15,56,3.0
957,15,57,0.0
958,15,58,0.0
959,15,59,3.0
960,16,0,18.0
961,16,1,426.0
962,16,2,107.0
963,16,3,43.0
964,16,4,72.0
965,16,5,54.0
966,16,6,44.0
967,16,7,1.0
968,16,8,74.0
969,16,9,0.0
970,16,10,118.0
971,16,11,51.0
972,16,12,38.0
973,16,13,73.0
974,16,14,47.0
975,16,15,56.0
976,16,16,0.0
977,16,17,11.0
978,16,18,12.0
979,16,19,2.0
980,16,20,344.0
981,16,21,9.0
982,16,22,65.0
983,16,23,89.0
984,16,24,30.0
985,16,25,323.0
986,16,26,1.0
987,16,27,0.0
988,16,28,2.0
989,16,29,235.0
990,16,30,0.0
991,16,31,591.0
992,16,32,62.0
993,16,33,4.0
994,16,34,143.0
995,16,35,9.0
996,16,36,22.0
997,16,37,110.0
998,16,38,0.0
999,16,39,22.0
1000,16,40,11.0
1001,16,41,0.0
1002,16,42,16.0
1003,16,43,2.0
1004,16,44,143.0
1005,16,45,2.0
1006,16,46,0.0
1007,16,47,1.0
1008,16,48,1.0
1009,16,49,0.0
1010,16,50,1.0
1011,16,51,0.0
1012,16,52,0.0
1013,16,53,0.0
1014,16,54,0.0
1015,16,55,0.0
1016,16,56,0.0
1017,16,57,0.0
1018,16,58,0.0
1019,16,59,0.0
1020,17,0,0.0
1021,17,1,87.0
1022,17,2,169.0
1023,17,3,0.0
1024,17,4,319.0
1025,17,5,10.0
1026,17,6,3.0
1027,17,7,0.0
1028,17,8,7.0
1029,17,9,0.0
1030,17,10,8.0
1031,17,11,0.0
1032,17,12,0.0
1033,17,13,0.0
1034,17,14,0.0
1035,17,15,143.0
1036,17,16,11.0
1037,17,17,0.0
1038,17,18,9.0
1039,17,19,2.0
1040,17,20,4.0
1041,17,21,1.0
1042,17,22,13.0
1043,17,23,5.0
1044,17,24,6.0
1045,17,25,2.0
1046,17,26,0.0
1047,17,27,0.0
1048,17,28,3.0
1049,17,29,1.0
1050,17,30,0.0
1051,17,31,5.0
1052,17,32,4.0
1053,17,33,0.0
1054,17,34,1.0
1055,17,35,0.0
1056,17,36,0.0
1057,17,37,1.0
1058,17,38,0.0
1059,17,39,0.0
1060,17,40,2.0
1061,17,41,0.0
1062,17,42,0.0
1063,17,43,0.0
1064,17,44,44.0
1065,17,45,0.0
1066,17,46,0.0
1067,17,47,0.0
1068,17,48,0.0
1069,17,49,0.0
1070,17,50,0.0
1071,17,51,0.0
1072,17,52,0.0
1073,17,53,0.0
1074,17,54,0.0
1075,17,55,0.0
1076,17,56,0.0
1077,17,57,0.0
1078,17,58,0.0
1079,17,59,0.0
1080,18,0,0.0
1081,18,1,71.0
1082,18,2,222.0
1083,18,3,1.0
1084,18,4,247.0
1085,18,5,4.0
1086,18,6,0.0
1087,18,7,0.0
1088,18,8,4.0
1089,18,9,0.0
1090,18,10,8.0
1091,18,11,1.0
1092,18,12,0.0
1093,18,13,6.0
1094,18,14,1.0
1095,18,15,78.0
1096,18,16,12.0
1097,18,17,9.0
1098,18,18,0.0
1099,18,19,4.0
1100,18,20,1.0
1101,18,21,1.0
1102,18,22,4.0
1103,18,23,1.0
1104,18,24,2.0
1105,18,25,0.0
1106,18,26,1.0
1107,18,27,0.0
1108,18,28,1.0
1109,18,29,1.0
1110,18,30,0.0
1111,18,31,1.0
1112,18,32,6.0
1113,18,33,0.0
1114,18,34,0.0
1115,18,35,0.0
1116,18,36,1.0
1117,18,37,0.0
1118,18,38,0.0
1119,18,39,0.0
1120,18,40,1.0
1121,18,41,0.0
1122,18,42,0.0
1123,18,43,0.0
1124,18,44,18.0
1125,18,45,0.0
1126,18,46,0.0
1127,18,47,0.0
1128,18,48,0.0
1129,18,49,0.0
1130,18,50,0.0
1131,18,51,0.0
1132,18,52,0.0
1133,18,53,0.0
1134,18,54,0.0
1135,18,55,0.0
1136,18,56,0.0
1137,18,57,0.0
1138,18,58,0.0
1139,18,59,0.0
1140,19,0,0.0
1141,19,1,3.0
1142,19,2,13.0
1143,19,3,0.0
1144,19,4,21.0
1145,19,5,1.0
1146,19,6,0.0
1147,19,7,0.0
1148,19,8,2.0
1149,19,9,0.0
1150,19,10,4.0
1151,19,11,1.0
1152,19,12,0.0
1153,19,13,0.0
1154,19,14,1.0
1155,19,15,133.0
1156,19,16,2.0
1157,19,17,2.0
1158,19,18,4.0
1159,19,19,0.0
1160,19,20,0.0
1161,19,21,8.0
1162,19,22,0.0
1163,19,23,1.0
1164,19,24,0.0
1165,19,25,0.0
1166,19,26,0.0
1167,19,27,2.0
1168,19,28,3.0
1169,19,29,0.0
1170,19,30,0.0
1171,19,31,0.0
1172,19,32,0.0
1173,19,33,0.0
1174,19,34,0.0
1175,19,35,0.0
1176,19,36,0.0
1177,19,37,0.0
1178,19,38,0.0
1179,19,39,0.0
1180,19,40,0.0
1181,19,41,0.0
1182,19,42,0.0
1183,19,43,0.0
1184,19,44,4.0
1185,19,45,0.0
1186,19,46,0.0
1187,19,47,0.0
1188,19,48,0.0
1189,19,49,0.0
1190,19,50,0.0
1191,19,51,0.0
1192,19,52,0.0
1193,19,53,0.0
1194,19,54,0.0
1195,19,55,0.0
1196,19,56,0.0
1197,19,57,0.0
1198,19,58,0.0
1199,19,59,0.0
1200,20,0,2.0
1201,20,1,52.0
1202,20,2,45.0
1203,20,3,12.0
1204,20,4,12.0
1205,20,5,9.0
1206,20,6,9.0
1207,20,7,13.0
1208,20,8,18.0
1209,20,9,0.0
1210,20,10,67.0
1211,20,11,9.0
1212,20,12,0.0
1213,20,13,3.0
1214,20,14,7.0
1215,20,15,31.0
1216,20,16,344.0
1217,20,17,4.0
1218,20,18,1.0
1219,20,19,0.0
1220,20,20,0.0
1221,20,21,11.0
1222,20,22,28.0
1223,20,23,40.0
1224,20,24,8.0
1225,20,25,7.0
1226,20,26,0.0
1227,20,27,0.0
1228,20,28,3.0
1229,20,29,37.0
1230,20,30,0.0
1231,20,31,89.0
1232,20,32,23.0
1233,20,33,0.0
1234,20,34,14.0
1235,20,35,0.0
1236,20,36,7.0
1237,20,37,13.0
1238,20,38,2.0
1239,20,39,1.0
1240,20,40,0.0
1241,20,41,0.0
1242,20,42,2.0
1243,20,43,2.0
1244,20,44,21.0
1245,20,45,1.0
1246,20,46,0.0
1247,20,47,0.0
1248,20,48,0.0
1249,20,49,0.0
1250,20,50,0.0
1251,20,51,7.0
1252,20,52,1.0
1253,20,53,0.0
1254,20,54,0.0
1255,20,55,0.0
1256,20,56,0.0
1257,20,57,0.0
1258,20,58,0.0
1259,20,59,0.0
1260,21,0,1.0
1261,21,1,5.0
1262,21,2,3.0
1263,21,3,0.0
1264,21,4,16.0
1265,21,5,9.0
1266,21,6,4.0
1267,21,7,1.0
1268,21,8,9.0
1269,21,9,0.0
1270,21,10,1.0
1271,21,11,3.0
1272,21,12,0.0
1273,21,13,2.0
1274,21,14,1.0
1275,21,15,88.0
1276,21,16,9.0
1277,21,17,1.0
1278,21,18,1.0
1279,21,19,8.0
1280,21,20,11.0
1281,21,21,0.0
1282,21,22,26.0
1283,21,23,10.0
1284,21,24,7.0
1285,21,25,1.0
1286,21,26,1.0
1287,21,27,0.0
1288,21,28,10.0
1289,21,29,18.0
1290,21,30,0.0
1291,21,31,19.0
1292,21,32,1.0
1293,21,33,0.0
1294,21,34,0.0
1295,21,35,0.0
1296,21,36,2.0
1297,21,37,2.0
1298,21,38,2.0
1299,21,39,3.0
1300,21,40,3.0
1301,21,41,0.0
1302,21,42,0.0
1303,21,43,0.0
1304,21,44,29.0
1305,21,45,0.0
1306,21,46,0.0
1307,21,47,3.0
1308,21,48,0.0
1309,21,49,0.0
1310,21,50,0.0
1311,21,51,0.0
1312,21,52,0.0
1313,21,53,0.0
1314,21,54,0.0
1315,21,55,0.0
1316,21,56,0.0
1317,21,57,0.0
1318,21,58,0.0
1319,21,59,0.0
1320,22,0,1.0
1321,22,1,41.0
1322,22,2,42.0
1323,22,3,3.0
1324,22,4,24.0
1325,22,5,52.0
1326,22,6,3.0
1327,22,7,0.0
1328,22,8,28.0
1329,22,9,0.0
1330,22,10,9.0
1331,22,11,8.0
1332,22,12,2.0
1333,22,13,2.0
1334,22,14,4.0
1335,22,15,278.0
1336,22,16,65.0
1337,22,17,13.0
1338,22,18,4.0
1339,22,19,0.0
1340,22,20,28.0
1341,22,21,26.0
1342,22,22,0.0
1343,22,23,42.0
1344,22,24,5.0
1345,22,25,4.0
1346,22,26,3.0
1347,22,27,5.0
1348,22,28,8.0
1349,22,29,19.0
1350,22,30,0.0
1351,22,31,10.0
1352,22,32,2.0
1353,22,33,1.0
1354,22,34,0.0
1355,22,35,0.0
1356,22,36,8.0
1357,22,37,4.0
1358,22,38,3.0
1359,22,39,14.0
1360,22,40,2.0
